DateTime, CaseName, Status, Mode, Number, LoadMult, NumDevices, NumBuses, NumNodes, Iterations, ControlMode, ControlIterations, MostIterationsDone, Year, Hour, MaxPuVoltage, MinPuVoltage, TotalMW, TotalMvar, MWLosses, pctLosses, MvarLosses, Frequency
"25-3-26 00:09:37", FarmagudiFeeder, SOLVED, Snap, 1,    1.000, 104, 74, 222, 2, Off, 1, 2, 0, 0, 0.99884, 0.93632, 3.12582, 1.59808, 0.123463, 3.95, 0.143991, 60
