DateTime, CaseName, Status, Mode, Number, LoadMult, NumDevices, NumBuses, NumNodes, Iterations, ControlMode, ControlIterations, MostIterationsDone, Year, Hour, MaxPuVoltage, MinPuVoltage, TotalMW, TotalMvar, MWLosses, pctLosses, MvarLosses, Frequency
"26-3-26 16:19:38", Curti_Feeder, SOLVED, Snap, 1,    1.000, 85, 59, 177, 2, Off, 1, 2, 0, 0, 0.9922, 0.95595, 4.28338, 2.10451, 0.065979, 1.54, 0.0619631, 60
