DateTime, CaseName, Status, Mode, Number, LoadMult, NumDevices, NumBuses, NumNodes, Iterations, ControlMode, ControlIterations, MostIterationsDone, Year, Hour, MaxPuVoltage, MinPuVoltage, TotalMW, TotalMvar, MWLosses, pctLosses, MvarLosses, Frequency
"24-3-26 23:40:31", UndirFeeder, SOLVED, Daily, 24,    1.000, 623, 431, 1293, 3, Static, 1, 3, 0, 24, 0.99728, 0.96209, 7.50923, 3.70836, 0.112365, 1.496, 0.125712, 60
"24-3-26 23:40:31", UndirFeeder, SOLVED, Daily, 24,    1.000, 623, 431, 1293, 3, Static, 1, 3, 0, 24, 0.99728, 0.96209, 7.50923, 3.70836, 0.112365, 1.496, 0.125712, 60
"24-3-26 23:40:31", UndirFeeder, SOLVED, Daily, 24,    1.000, 623, 431, 1293, 3, Static, 1, 3, 0, 24, 0.99728, 0.96209, 7.50923, 3.70836, 0.112365, 1.496, 0.125712, 60
