Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"3_WAY_SHANTINAGAR", 11, 1,    6293.52,   -0.1,   0.99097, 2,    6293.52, -120.1,   0.99097, 3,    6293.52,  119.9,   0.99097
"VAMNESHWAR", 11, 1,    6293.37,   -0.1,   0.99095, 2,    6293.37, -120.1,   0.99095, 3,    6293.37,  119.9,   0.99095
"GOLDEN_PROPERTIES", 11, 1,    6293.52,   -0.1,   0.99097, 2,    6293.52, -120.1,   0.99097, 3,    6293.52,  119.9,   0.99097
"RITESH", 11, 1,    6293.52,   -0.1,   0.99097, 2,    6293.52, -120.1,   0.99097, 3,    6293.52,  119.9,   0.99097
"MG_SCHOOL_DTC", 11, 1,    6339.46,   -0.1,   0.99821, 2,    6339.46, -120.1,   0.99821, 3,    6339.46,  119.9,   0.99821
"CHAFERAN_DTC", 11, 1,    6338.74,   -0.1,   0.99809, 2,    6338.74, -120.1,   0.99809, 3,    6338.74,  119.9,   0.99809
"SHIGUMOMAND_DTC", 11, 1,    6338.32,   -0.1,   0.99803, 2,    6338.32, -120.1,   0.99803, 3,    6338.32,  119.9,   0.99803
"MOGRU_DTC", 11, 1,    6336.27,   -0.1,    0.9977, 2,    6336.27, -120.1,    0.9977, 3,    6336.27,  119.9,    0.9977
"SHAMRAO_BUILDERS_DTC", 11, 1,    6332.92,   -0.1,   0.99718, 2,    6332.92, -120.1,   0.99718, 3,    6332.92,  119.9,   0.99718
"KUNAL_DTC", 11, 1,    6332.01,   -0.1,   0.99703, 2,    6332.01, -120.1,   0.99703, 3,    6332.01,  119.9,   0.99703
"PEARL_DTC", 11, 1,    6331.69,   -0.1,   0.99698, 2,    6331.69, -120.1,   0.99698, 3,    6331.69,  119.9,   0.99698
"MAHALAXMI_BANDORA_DTC", 11, 1,    6330.58,   -0.1,   0.99681, 2,    6330.58, -120.1,   0.99681, 3,    6330.58,  119.9,   0.99681
"AGRA_SHALA_DTC", 11, 1,    6330.36,   -0.1,   0.99677, 2,    6330.36, -120.1,   0.99677, 3,    6330.36,  119.9,   0.99677
"TILVE_RMU", 11, 1,    6329.42,   -0.1,   0.99662, 2,    6329.42, -120.1,   0.99662, 3,    6329.42,  119.9,   0.99662
