Element, Terminal, P(kW), Q(kvar),  P_Normal, Q_Normal, P_Emergency, Q_Emergency
"Line.M01"              ,   1,      1465.1,       721.1,         0.0,         0.0,         0.0,         0.0
"Line.M01"              ,   2,     -1460.0,      -718.1
"Line.M02"              ,   1,       623.9,       306.2,         0.0,         0.0,         0.0,         0.0
"Line.M02"              ,   2,      -623.4,      -306.1
"Line.LU1"              ,   1,       633.9,       312.0,         0.0,         0.0,         0.0,         0.0
"Line.LU1"              ,   2,      -633.7,      -311.9
"Line.LU2"              ,   1,       584.7,       287.7,         0.0,         0.0,         0.0,         0.0
"Line.LU2"              ,   2,      -584.3,      -287.5
"Line.LU3"              ,   1,       578.8,       285.1,         0.0,         0.0,         0.0,         0.0
"Line.LU3"              ,   2,      -578.7,      -285.0
"Line.LU4"              ,   1,       574.0,       282.8,         0.0,         0.0,         0.0,         0.0
"Line.LU4"              ,   2,      -573.8,      -282.8
"Line.LU5"              ,   1,       524.8,       258.6,         0.0,         0.0,         0.0,         0.0
"Line.LU5"              ,   2,      -524.6,      -258.5
"Line.LU6"              ,   1,       471.5,       232.2,         0.0,         0.0,         0.0,         0.0
"Line.LU6"              ,   2,      -471.2,      -232.2
"Line.LU7"              ,   1,       426.2,       210.1,         0.0,         0.0,         0.0,         0.0
"Line.LU7"              ,   2,      -426.0,      -210.1
"Line.LU8"              ,   1,       385.2,       190.0,         0.0,         0.0,         0.0,         0.0
"Line.LU8"              ,   2,      -385.0,      -190.0
"Line.LU9"              ,   1,       319.7,       157.4,         0.0,         0.0,         0.0,         0.0
"Line.LU9"              ,   2,      -319.5,      -157.5
"Line.LU10"             ,   1,       254.2,       124.9,         0.0,         0.0,         0.0,         0.0
"Line.LU10"             ,   2,      -254.2,      -124.9
"Line.LU11"             ,   1,       248.1,       122.0,         0.0,         0.0,         0.0,         0.0
"Line.LU11"             ,   2,      -248.0,      -122.0
"Line.LU12"             ,   1,       186.8,        91.6,         0.0,         0.0,         0.0,         0.0
"Line.LU12"             ,   2,      -186.8,       -91.6
"Line.LU13"             ,   1,       121.4,        59.0,         0.0,         0.0,         0.0,         0.0
"Line.LU13"             ,   2,      -121.4,       -59.0
"Line.LU14"             ,   1,        69.9,        34.2,         0.0,         0.0,         0.0,         0.0
"Line.LU14"             ,   2,       -69.9,       -34.2
"Line.LU15"             ,   1,        44.9,        22.0,         0.0,         0.0,         0.0,         0.0
"Line.LU15"             ,   2,       -44.9,       -22.1
"Line.LU16"             ,   1,        51.5,        24.9,         0.0,         0.0,         0.0,         0.0
"Line.LU16"             ,   2,       -51.5,       -24.9
"Line.LU17"             ,   1,        10.7,         4.8,         0.0,         0.0,         0.0,         0.0
"Line.LU17"             ,   2,       -10.7,        -5.0
"Line.LU18"             ,   1,       -54.7,       -27.6,         0.0,         0.0,         0.0,         0.0
"Line.LU18"             ,   2,        54.7,        27.5
"Line.LU19"             ,   1,      -103.7,       -52.1,         0.0,         0.0,         0.0,         0.0
"Line.LU19"             ,   2,       103.7,        52.0
"Line.LU20"             ,   1,      -243.2,      -120.3,         0.0,         0.0,         0.0,         0.0
"Line.LU20"             ,   2,       243.2,       120.2
"Line.LU21"             ,   1,      -266.3,      -131.6,         0.0,         0.0,         0.0,         0.0
"Line.LU21"             ,   2,       266.3,       131.6
"Line.LU22"             ,   1,      -285.7,      -140.8,         0.0,         0.0,         0.0,         0.0
"Line.LU22"             ,   2,       285.7,       140.8
"Line.LU23"             ,   1,      -742.1,      -365.7,         0.0,         0.0,         0.0,         0.0
"Line.LU23"             ,   2,       742.5,       365.9
"Line.LU24"             ,   1,      -791.5,      -390.1,         0.0,         0.0,         0.0,         0.0
"Line.LU24"             ,   2,       791.6,       390.1
"Line.LU25"             ,   1,      -791.8,      -390.1,         0.0,         0.0,         0.0,         0.0
"Line.LU25"             ,   2,       791.9,       390.1
"Line.LU26"             ,   1,      -816.3,      -401.8,         0.0,         0.0,         0.0,         0.0
"Line.LU26"             ,   2,       816.4,       401.9
