DateTime, CaseName, Status, Mode, Number, LoadMult, NumDevices, NumBuses, NumNodes, Iterations, ControlMode, ControlIterations, MostIterationsDone, Year, Hour, MaxPuVoltage, MinPuVoltage, TotalMW, TotalMvar, MWLosses, pctLosses, MvarLosses, Frequency
"26-3-26 19:18:27", Ponda_33_11kV, SOLVED, Daily, 24,    1.000, 626, 434, 1302, 3, Static, 1, 3, 0, 48, 0.99925, 0.96792, 7.57057, 3.5947, 0.116957, 1.545, -0.0154373, 60
