DateTime, CaseName, Status, Mode, Number, LoadMult, NumDevices, NumBuses, NumNodes, Iterations, ControlMode, ControlIterations, MostIterationsDone, Year, Hour, MaxPuVoltage, MinPuVoltage, TotalMW, TotalMvar, MWLosses, pctLosses, MvarLosses, Frequency
"25-3-26 11:00:53", KhadpabandhFeeder, SOLVED, Snap, 1,    1.000, 114, 83, 249, 2, Off, 1, 2, 0, 0, 0.99859, 0.9416, 3.81707, 1.9508, 0.138165, 3.62, 0.169055, 60
