DateTime, CaseName, Status, Mode, Number, LoadMult, NumDevices, NumBuses, NumNodes, Iterations, ControlMode, ControlIterations, MostIterationsDone, Year, Hour, MaxPuVoltage, MinPuVoltage, TotalMW, TotalMvar, MWLosses, pctLosses, MvarLosses, Frequency
"26-3-26 16:19:38", Curti_Feeder, SOLVED, Snap, 1,    1.000, 85, 59, 177, 2, Off, 1, 2, 0, 0, 0.9984, 0.95426, 4.35186, 2.20751, 0.134466, 3.09, 0.164964, 60
